driverId,routeId,carId,timeTaken,createdAt
51f5d120-fb23-5f9c-82ac-7a1609b6aa93,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,004a2e4c-7a42-5c79-b74d-0588d64e04d8,0.78,1585723608000
088dbb27-3110-5ab6-bd39-0bd86e46d2f6,932ffc0a-803b-50b2-adb4-19d4b026e3e4,f9dd639b-63f8-5873-96ff-a6c862c96db2,0.68,1585723248000
57a71ce3-ff60-5b70-acd2-8d908f841c73,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,57b55f8c-b202-5259-ad31-aa91e40b2c68,1.9,1585727640000
1a09c183-9075-5a24-a504-e41b72df1857,c55948c7-a601-544d-aeaa-6c87f7285c3d,1a7a1550-947e-54c7-aebf-fc9bc1ba1e34,1.1,1585724760000
a8171f4a-86a9-5c5b-9705-e7875130acf3,367241f3-db62-5522-a1eb-df88f9309d42,0d069346-7dcd-5be0-9c46-764b7bedf75d,1.1,1585729440000
1edafb7a-6d49-59eb-823c-f8055e55c748,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,f0633740-65df-5599-9839-981f659641a7,1.6,1585729980000
383a1e16-fe3d-571e-b321-93ad1550a1a2,31ebed30-6e68-5f83-88b3-511c3acf6468,46bdafac-22b2-58d6-a83f-c654d5d39bea,0.5,1585729440000
2ba9a996-8e91-5156-98e1-8b218118a923,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,eb93ccde-f1f7-58ee-9971-c66de16a9597,1.6,1585733760000
c98e2918-09ae-5734-9141-14287b561ec4,64de46eb-8721-5798-a9a8-c041645263ef,4836e7c5-22d3-5ace-852b-4d66221f7348,1.7,1585729008000
3d4844b1-ebae-55d5-a0bb-19c5f9ca606c,31ebed30-6e68-5f83-88b3-511c3acf6468,08cef179-15c2-5aba-92a9-cde1e9875725,1.2,1585728468000
6ef847c3-edb6-5ed2-b8b3-b64b81bd3e24,40915ad1-9049-5a49-bc10-0c910445ede9,0db8fb75-fab4-5f86-8263-c6169cfda017,1.6,1585728828000
e09927bc-83f0-50b5-bd0c-64556de38472,64de46eb-8721-5798-a9a8-c041645263ef,c47b786d-eaee-5717-8910-e10e968bacb5,0.87,1585729332000
fd00aabf-7f06-5adb-87db-f2d6934a7551,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,40ca50b4-86c6-538f-a24d-5eb56a78dd1a,0.87,1585730412000
a10c0cdb-bedd-5123-8cc7-5259543e3d88,40915ad1-9049-5a49-bc10-0c910445ede9,20180ef8-123b-5509-90a6-3795cbcea1a4,0.77,1585727892000
52c9400d-505f-5bd5-b6a5-4aecd557370e,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,6a063a9c-23f6-5ce5-b833-06d7c1688858,0.98,1585728288000
249d04a7-8f6d-5c06-9e36-aaea6fd58269,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,44b928fe-3d8c-54dd-8166-fcbad94b8b2a,0.85,1585727388000
54eec0da-93ed-563d-87af-a52f7e769f43,31ebed30-6e68-5f83-88b3-511c3acf6468,79754883-4d87-5664-8b95-ccda138ed3e8,1,1585731240000
d1506ee3-99f1-54ca-9ac9-3c4caf572e99,64de46eb-8721-5798-a9a8-c041645263ef,b9f6874b-0a28-5a73-8f7c-67d42c2750c4,1.9,1585734120000
4d8255d8-525b-5d5d-89dd-2fe304dc94b7,814e5db1-5cfe-581d-b6fa-160e01e3c751,a500558a-80c2-51a7-87ba-732f798947ca,1.8,1585730772000
461b5d49-1f98-5235-8105-d32074e31fc6,367241f3-db62-5522-a1eb-df88f9309d42,1c2ba9b6-1760-5afe-b383-8159c5528dd3,1.6,1585733040000
4e9cc585-1d25-52cd-8cd7-7ccc12f5811f,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,245010f4-37f5-582a-b942-3520c97d0d3d,0.58,1585726848000
b0bc1d55-4fcf-5d6d-b96d-3cc037eaab78,932ffc0a-803b-50b2-adb4-19d4b026e3e4,7d807ed5-b478-58b3-9814-c8f29ecba883,1.5,1585730520000
328c8fe9-a8d3-5f76-ab60-33b2a1f0dfa0,64de46eb-8721-5798-a9a8-c041645263ef,84857101-939e-5783-84af-15214f336777,1.9,1585734120000
5ac65860-fbd0-5759-9134-0be8aedbb5ef,367241f3-db62-5522-a1eb-df88f9309d42,c1fce3aa-2edc-5554-b3a3-e964d229b28a,1.9,1585729980000
24ec8bfb-65da-5930-af79-4780d7cc5c38,57b1fe95-6049-533f-accc-f26a5609414c,c12cd464-83a6-58a8-8f45-e6488b65c51c,2,1585733760000
d7fdc37c-05b4-5336-b128-686a65a7f813,31ebed30-6e68-5f83-88b3-511c3acf6468,5aff460e-3af3-5070-961b-78ed756e64ce,1.1,1585730880000
d89ed9ee-5a5b-5ba8-b65f-707f94e95ea0,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,7b846a08-e2cc-5721-b829-7f33d5aad991,0.57,1585726380000
1965d074-e209-5962-aeee-80ae6c61fc11,932ffc0a-803b-50b2-adb4-19d4b026e3e4,b886582b-bac5-5f42-832f-4d382cb5ffac,1.6,1585733040000
8095dbae-842e-58d4-8cd4-8e62c9409b16,2733120f-9713-509e-a85f-38405fc2bb60,5aa68cf1-6557-524a-a369-c2feb61e05a1,1.9,1585731060000
b5fda204-36de-5513-bbba-4665d0a45723,367241f3-db62-5522-a1eb-df88f9309d42,44feaddc-255c-54c8-badb-e0d04648ca28,1,1585729800000
d35d2737-9638-5615-96a3-c5c8cb9fbef2,40915ad1-9049-5a49-bc10-0c910445ede9,6acdeaea-3816-5afc-a61b-ce7922b8778b,1.6,1585730520000
529a6f59-f307-53a4-b4fb-eee80ef62cca,40915ad1-9049-5a49-bc10-0c910445ede9,24cbc234-0532-522c-9e35-8b84deeda367,0.68,1585729008000
f89febc5-aaf9-5b3d-bd50-5b23716814bf,01e562af-5ea7-5161-b823-2c68ddaea499,5c124524-bed4-51cf-861e-ea510ae88b85,1.1,1585729800000
51f5d120-fb23-5f9c-82ac-7a1609b6aa93,814e5db1-5cfe-581d-b6fa-160e01e3c751,004a2e4c-7a42-5c79-b74d-0588d64e04d8,0.75,1585726308000
088dbb27-3110-5ab6-bd39-0bd86e46d2f6,31ebed30-6e68-5f83-88b3-511c3acf6468,f9dd639b-63f8-5873-96ff-a6c862c96db2,0.72,1585725840000
57a71ce3-ff60-5b70-acd2-8d908f841c73,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,57b55f8c-b202-5259-ad31-aa91e40b2c68,0.73,1585730268000
1a09c183-9075-5a24-a504-e41b72df1857,367241f3-db62-5522-a1eb-df88f9309d42,1a7a1550-947e-54c7-aebf-fc9bc1ba1e34,0.77,1585727532000
a8171f4a-86a9-5c5b-9705-e7875130acf3,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,0d069346-7dcd-5be0-9c46-764b7bedf75d,0.77,1585732212000
1edafb7a-6d49-59eb-823c-f8055e55c748,64de46eb-8721-5798-a9a8-c041645263ef,f0633740-65df-5599-9839-981f659641a7,1.9,1585736820000
383a1e16-fe3d-571e-b321-93ad1550a1a2,64de46eb-8721-5798-a9a8-c041645263ef,46bdafac-22b2-58d6-a83f-c654d5d39bea,1.4,1585734480000
2ba9a996-8e91-5156-98e1-8b218118a923,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,eb93ccde-f1f7-58ee-9971-c66de16a9597,0.75,1585736460000
c98e2918-09ae-5734-9141-14287b561ec4,01e562af-5ea7-5161-b823-2c68ddaea499,4836e7c5-22d3-5ace-852b-4d66221f7348,1.9,1585735848000
3d4844b1-ebae-55d5-a0bb-19c5f9ca606c,2733120f-9713-509e-a85f-38405fc2bb60,08cef179-15c2-5aba-92a9-cde1e9875725,1.3,1585733148000
6ef847c3-edb6-5ed2-b8b3-b64b81bd3e24,57b1fe95-6049-533f-accc-f26a5609414c,0db8fb75-fab4-5f86-8263-c6169cfda017,1.6,1585734588000
e09927bc-83f0-50b5-bd0c-64556de38472,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,c47b786d-eaee-5717-8910-e10e968bacb5,1.6,1585735092000
fd00aabf-7f06-5adb-87db-f2d6934a7551,367241f3-db62-5522-a1eb-df88f9309d42,40ca50b4-86c6-538f-a24d-5eb56a78dd1a,1.6,1585736172000
a10c0cdb-bedd-5123-8cc7-5259543e3d88,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,20180ef8-123b-5509-90a6-3795cbcea1a4,1.2,1585732212000
52c9400d-505f-5bd5-b6a5-4aecd557370e,932ffc0a-803b-50b2-adb4-19d4b026e3e4,6a063a9c-23f6-5ce5-b833-06d7c1688858,2,1585735488000
249d04a7-8f6d-5c06-9e36-aaea6fd58269,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,44b928fe-3d8c-54dd-8166-fcbad94b8b2a,1.2,1585731708000
54eec0da-93ed-563d-87af-a52f7e769f43,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,79754883-4d87-5664-8b95-ccda138ed3e8,0.57,1585733292000
d1506ee3-99f1-54ca-9ac9-3c4caf572e99,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,b9f6874b-0a28-5a73-8f7c-67d42c2750c4,1.4,1585739160000
4d8255d8-525b-5d5d-89dd-2fe304dc94b7,64de46eb-8721-5798-a9a8-c041645263ef,a500558a-80c2-51a7-87ba-732f798947ca,1.8,1585737252000
461b5d49-1f98-5235-8105-d32074e31fc6,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,1c2ba9b6-1760-5afe-b383-8159c5528dd3,1.7,1585739160000
4e9cc585-1d25-52cd-8cd7-7ccc12f5811f,932ffc0a-803b-50b2-adb4-19d4b026e3e4,245010f4-37f5-582a-b942-3520c97d0d3d,1.1,1585730808000
b0bc1d55-4fcf-5d6d-b96d-3cc037eaab78,57b1fe95-6049-533f-accc-f26a5609414c,7d807ed5-b478-58b3-9814-c8f29ecba883,1.1,1585734480000
328c8fe9-a8d3-5f76-ab60-33b2a1f0dfa0,57b1fe95-6049-533f-accc-f26a5609414c,84857101-939e-5783-84af-15214f336777,1.9,1585740960000
5ac65860-fbd0-5759-9134-0be8aedbb5ef,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,c1fce3aa-2edc-5554-b3a3-e964d229b28a,0.72,1585732572000
24ec8bfb-65da-5930-af79-4780d7cc5c38,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,c12cd464-83a6-58a8-8f45-e6488b65c51c,1.3,1585738440000
d7fdc37c-05b4-5336-b128-686a65a7f813,57b1fe95-6049-533f-accc-f26a5609414c,5aff460e-3af3-5070-961b-78ed756e64ce,1.4,1585735920000
d89ed9ee-5a5b-5ba8-b65f-707f94e95ea0,814e5db1-5cfe-581d-b6fa-160e01e3c751,7b846a08-e2cc-5721-b829-7f33d5aad991,1.7,1585732500000
1965d074-e209-5962-aeee-80ae6c61fc11,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,b886582b-bac5-5f42-832f-4d382cb5ffac,1.6,1585738800000
8095dbae-842e-58d4-8cd4-8e62c9409b16,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,5aa68cf1-6557-524a-a369-c2feb61e05a1,1.9,1585737900000
b5fda204-36de-5513-bbba-4665d0a45723,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,44feaddc-255c-54c8-badb-e0d04648ca28,1.5,1585735200000
d35d2737-9638-5615-96a3-c5c8cb9fbef2,c55948c7-a601-544d-aeaa-6c87f7285c3d,6acdeaea-3816-5afc-a61b-ce7922b8778b,1.7,1585736640000
529a6f59-f307-53a4-b4fb-eee80ef62cca,2733120f-9713-509e-a85f-38405fc2bb60,24cbc234-0532-522c-9e35-8b84deeda367,2,1585736208000
f89febc5-aaf9-5b3d-bd50-5b23716814bf,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,5c124524-bed4-51cf-861e-ea510ae88b85,0.53,1585731708000
51f5d120-fb23-5f9c-82ac-7a1609b6aa93,2733120f-9713-509e-a85f-38405fc2bb60,004a2e4c-7a42-5c79-b74d-0588d64e04d8,1.2,1585730628000
088dbb27-3110-5ab6-bd39-0bd86e46d2f6,c55948c7-a601-544d-aeaa-6c87f7285c3d,f9dd639b-63f8-5873-96ff-a6c862c96db2,1.8,1585732320000
57a71ce3-ff60-5b70-acd2-8d908f841c73,01e562af-5ea7-5161-b823-2c68ddaea499,57b55f8c-b202-5259-ad31-aa91e40b2c68,1.5,1585735668000
1a09c183-9075-5a24-a504-e41b72df1857,57b1fe95-6049-533f-accc-f26a5609414c,1a7a1550-947e-54c7-aebf-fc9bc1ba1e34,0.5,1585729332000
a8171f4a-86a9-5c5b-9705-e7875130acf3,64de46eb-8721-5798-a9a8-c041645263ef,0d069346-7dcd-5be0-9c46-764b7bedf75d,1.2,1585736532000
1edafb7a-6d49-59eb-823c-f8055e55c748,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,f0633740-65df-5599-9839-981f659641a7,1.9,1585743660000
383a1e16-fe3d-571e-b321-93ad1550a1a2,57b1fe95-6049-533f-accc-f26a5609414c,46bdafac-22b2-58d6-a83f-c654d5d39bea,1.4,1585739520000
2ba9a996-8e91-5156-98e1-8b218118a923,2733120f-9713-509e-a85f-38405fc2bb60,eb93ccde-f1f7-58ee-9971-c66de16a9597,1.9,1585743300000
c98e2918-09ae-5734-9141-14287b561ec4,2733120f-9713-509e-a85f-38405fc2bb60,4836e7c5-22d3-5ace-852b-4d66221f7348,0.65,1585738188000
3d4844b1-ebae-55d5-a0bb-19c5f9ca606c,932ffc0a-803b-50b2-adb4-19d4b026e3e4,08cef179-15c2-5aba-92a9-cde1e9875725,1.2,1585737468000
6ef847c3-edb6-5ed2-b8b3-b64b81bd3e24,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,0db8fb75-fab4-5f86-8263-c6169cfda017,0.78,1585737396000
e09927bc-83f0-50b5-bd0c-64556de38472,c55948c7-a601-544d-aeaa-6c87f7285c3d,c47b786d-eaee-5717-8910-e10e968bacb5,1.4,1585740132000
fd00aabf-7f06-5adb-87db-f2d6934a7551,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,40ca50b4-86c6-538f-a24d-5eb56a78dd1a,1.1,1585740132000
a10c0cdb-bedd-5123-8cc7-5259543e3d88,932ffc0a-803b-50b2-adb4-19d4b026e3e4,20180ef8-123b-5509-90a6-3795cbcea1a4,1.6,1585737972000
52c9400d-505f-5bd5-b6a5-4aecd557370e,367241f3-db62-5522-a1eb-df88f9309d42,6a063a9c-23f6-5ce5-b833-06d7c1688858,1.9,1585742328000
249d04a7-8f6d-5c06-9e36-aaea6fd58269,2733120f-9713-509e-a85f-38405fc2bb60,44b928fe-3d8c-54dd-8166-fcbad94b8b2a,1.7,1585737828000
54eec0da-93ed-563d-87af-a52f7e769f43,2733120f-9713-509e-a85f-38405fc2bb60,79754883-4d87-5664-8b95-ccda138ed3e8,0.93,1585736640000
d1506ee3-99f1-54ca-9ac9-3c4caf572e99,932ffc0a-803b-50b2-adb4-19d4b026e3e4,b9f6874b-0a28-5a73-8f7c-67d42c2750c4,1.6,1585744920000
4d8255d8-525b-5d5d-89dd-2fe304dc94b7,2733120f-9713-509e-a85f-38405fc2bb60,a500558a-80c2-51a7-87ba-732f798947ca,1.7,1585743372000
461b5d49-1f98-5235-8105-d32074e31fc6,31ebed30-6e68-5f83-88b3-511c3acf6468,1c2ba9b6-1760-5afe-b383-8159c5528dd3,1.7,1585745280000
4e9cc585-1d25-52cd-8cd7-7ccc12f5811f,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,245010f4-37f5-582a-b942-3520c97d0d3d,1.9,1585737648000
b0bc1d55-4fcf-5d6d-b96d-3cc037eaab78,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,7d807ed5-b478-58b3-9814-c8f29ecba883,0.52,1585736352000
328c8fe9-a8d3-5f76-ab60-33b2a1f0dfa0,932ffc0a-803b-50b2-adb4-19d4b026e3e4,84857101-939e-5783-84af-15214f336777,0.68,1585743408000
5ac65860-fbd0-5759-9134-0be8aedbb5ef,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,c1fce3aa-2edc-5554-b3a3-e964d229b28a,1.9,1585739412000
24ec8bfb-65da-5930-af79-4780d7cc5c38,40915ad1-9049-5a49-bc10-0c910445ede9,c12cd464-83a6-58a8-8f45-e6488b65c51c,1.1,1585742400000
d7fdc37c-05b4-5336-b128-686a65a7f813,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,5aff460e-3af3-5070-961b-78ed756e64ce,0.98,1585739448000
d89ed9ee-5a5b-5ba8-b65f-707f94e95ea0,01e562af-5ea7-5161-b823-2c68ddaea499,7b846a08-e2cc-5721-b829-7f33d5aad991,1.8,1585738980000
1965d074-e209-5962-aeee-80ae6c61fc11,64de46eb-8721-5798-a9a8-c041645263ef,b886582b-bac5-5f42-832f-4d382cb5ffac,2,1585746000000
8095dbae-842e-58d4-8cd4-8e62c9409b16,01e562af-5ea7-5161-b823-2c68ddaea499,5aa68cf1-6557-524a-a369-c2feb61e05a1,1.4,1585742940000
b5fda204-36de-5513-bbba-4665d0a45723,64de46eb-8721-5798-a9a8-c041645263ef,44feaddc-255c-54c8-badb-e0d04648ca28,1,1585738800000
d35d2737-9638-5615-96a3-c5c8cb9fbef2,814e5db1-5cfe-581d-b6fa-160e01e3c751,6acdeaea-3816-5afc-a61b-ce7922b8778b,1.7,1585742760000
529a6f59-f307-53a4-b4fb-eee80ef62cca,40915ad1-9049-5a49-bc10-0c910445ede9,24cbc234-0532-522c-9e35-8b84deeda367,0.58,1585738296000
f89febc5-aaf9-5b3d-bd50-5b23716814bf,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,5c124524-bed4-51cf-861e-ea510ae88b85,0.67,1585734120000
51f5d120-fb23-5f9c-82ac-7a1609b6aa93,40915ad1-9049-5a49-bc10-0c910445ede9,004a2e4c-7a42-5c79-b74d-0588d64e04d8,1.4,1585735668000
088dbb27-3110-5ab6-bd39-0bd86e46d2f6,932ffc0a-803b-50b2-adb4-19d4b026e3e4,f9dd639b-63f8-5873-96ff-a6c862c96db2,0.87,1585735452000
57a71ce3-ff60-5b70-acd2-8d908f841c73,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,57b55f8c-b202-5259-ad31-aa91e40b2c68,0.6,1585737828000
1a09c183-9075-5a24-a504-e41b72df1857,40915ad1-9049-5a49-bc10-0c910445ede9,1a7a1550-947e-54c7-aebf-fc9bc1ba1e34,0.73,1585731960000
a8171f4a-86a9-5c5b-9705-e7875130acf3,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,0d069346-7dcd-5be0-9c46-764b7bedf75d,0.75,1585739232000
1edafb7a-6d49-59eb-823c-f8055e55c748,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,f0633740-65df-5599-9839-981f659641a7,0.75,1585746360000
383a1e16-fe3d-571e-b321-93ad1550a1a2,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,46bdafac-22b2-58d6-a83f-c654d5d39bea,1.6,1585745280000
2ba9a996-8e91-5156-98e1-8b218118a923,932ffc0a-803b-50b2-adb4-19d4b026e3e4,eb93ccde-f1f7-58ee-9971-c66de16a9597,1.5,1585748700000
c98e2918-09ae-5734-9141-14287b561ec4,c55948c7-a601-544d-aeaa-6c87f7285c3d,4836e7c5-22d3-5ace-852b-4d66221f7348,1.9,1585745028000
3d4844b1-ebae-55d5-a0bb-19c5f9ca606c,01e562af-5ea7-5161-b823-2c68ddaea499,08cef179-15c2-5aba-92a9-cde1e9875725,1,1585741068000
6ef847c3-edb6-5ed2-b8b3-b64b81bd3e24,367241f3-db62-5522-a1eb-df88f9309d42,0db8fb75-fab4-5f86-8263-c6169cfda017,1.5,1585742796000
e09927bc-83f0-50b5-bd0c-64556de38472,2733120f-9713-509e-a85f-38405fc2bb60,c47b786d-eaee-5717-8910-e10e968bacb5,1.5,1585745532000
fd00aabf-7f06-5adb-87db-f2d6934a7551,01e562af-5ea7-5161-b823-2c68ddaea499,40ca50b4-86c6-538f-a24d-5eb56a78dd1a,1,1585743732000
a10c0cdb-bedd-5123-8cc7-5259543e3d88,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,20180ef8-123b-5509-90a6-3795cbcea1a4,1.1,1585741932000
52c9400d-505f-5bd5-b6a5-4aecd557370e,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,6a063a9c-23f6-5ce5-b833-06d7c1688858,1.2,1585746648000
249d04a7-8f6d-5c06-9e36-aaea6fd58269,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,44b928fe-3d8c-54dd-8166-fcbad94b8b2a,1.8,1585744308000
54eec0da-93ed-563d-87af-a52f7e769f43,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,79754883-4d87-5664-8b95-ccda138ed3e8,0.63,1585738908000
d1506ee3-99f1-54ca-9ac9-3c4caf572e99,2733120f-9713-509e-a85f-38405fc2bb60,b9f6874b-0a28-5a73-8f7c-67d42c2750c4,1.2,1585749240000
4d8255d8-525b-5d5d-89dd-2fe304dc94b7,3a26e6c6-d1ac-5e20-8785-2ef828f0c8f7,a500558a-80c2-51a7-87ba-732f798947ca,1.1,1585747332000
461b5d49-1f98-5235-8105-d32074e31fc6,57b1fe95-6049-533f-accc-f26a5609414c,1c2ba9b6-1760-5afe-b383-8159c5528dd3,2,1585752480000
4e9cc585-1d25-52cd-8cd7-7ccc12f5811f,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,245010f4-37f5-582a-b942-3520c97d0d3d,1.9,1585744488000
b0bc1d55-4fcf-5d6d-b96d-3cc037eaab78,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,7d807ed5-b478-58b3-9814-c8f29ecba883,1.1,1585740312000
328c8fe9-a8d3-5f76-ab60-33b2a1f0dfa0,40915ad1-9049-5a49-bc10-0c910445ede9,84857101-939e-5783-84af-15214f336777,2,1585750608000
5ac65860-fbd0-5759-9134-0be8aedbb5ef,2733120f-9713-509e-a85f-38405fc2bb60,c1fce3aa-2edc-5554-b3a3-e964d229b28a,0.73,1585742040000
24ec8bfb-65da-5930-af79-4780d7cc5c38,01e562af-5ea7-5161-b823-2c68ddaea499,c12cd464-83a6-58a8-8f45-e6488b65c51c,0.95,1585745820000
d7fdc37c-05b4-5336-b128-686a65a7f813,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,5aff460e-3af3-5070-961b-78ed756e64ce,0.72,1585742040000
